Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Technology Group,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Status,Nameplate Energy Capacity (MWh),Latitude,Longitude
22142,University of California Santa Cruz,50064.0,University of California Santa Cruz,CA,Santa Cruz,CISO,Commercial CHP,004,0.2,0.2,0.1,Solar Photovoltaic,Solar,SUN,PV,9.0,2013.0, , ,(OP) Operating,,36.9997,-122.0622
22142,University of California Santa Cruz,50064.0,University of California Santa Cruz,CA,Santa Cruz,CISO,Commercial CHP,18027,1.0,1.0,1.0,Batteries,Battery storage,MWH,BA,12.0,2022.0, , ,(OP) Operating,1.0,36.9997,-122.0622
22142,University of California Santa Cruz,50064.0,University of California Santa Cruz,CA,Santa Cruz,CISO,Commercial CHP,246,1.8,1.8,1.8,Solar Photovoltaic,Solar,SUN,PV,7.0,2021.0, , ,(OP) Operating,,36.9997,-122.0622
7160,Geysers Power Co LLC,50066.0,Calistoga Power Plant,CA,Lake,CISO,IPP Non-CHP,UNT1,88.2,50.0,55.0,Geothermal,Other renewables,GEO,ST,3.0,1984.0, , ,(OP) Operating,,38.7879,-122.7434
7160,Geysers Power Co LLC,50066.0,Calistoga Power Plant,CA,Lake,CISO,IPP Non-CHP,UNT2,88.2,50.0,55.0,Geothermal,Other renewables,GEO,ST,3.0,1984.0, , ,(OP) Operating,,38.7879,-122.7434
17145,Sid Richardson Carbon Ltd,50067.0,Borger Plant,TX,Hutchinson,SWPP,Industrial CHP,GEN1,30.0,20.0,20.0,Other Gases,Other thermal,BFG,ST,2.0,1985.0, , ,(OP) Operating,,35.6647,-101.4354
17445,Solid Waste Authority of Palm Beach Co,50071.0,Palm Beach Renewable Energy Facility 1,FL,Palm Beach,FPL,Commercial Non-CHP,GEN1,62.3,50.0,50.0,Municipal Solid Waste,Other renewables,MSW,ST,5.0,1989.0, , ,(OP) Operating,,26.771389,-80.14194
19532,United Water Conservation District,50076.0,Santa Felicia Dam,CA,Ventura,CISO,IPP Non-CHP,UNT1,0.2,0.2,0.2,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1987.0, , ,(OP) Operating,,34.461667,-118.7511
19532,United Water Conservation District,50076.0,Santa Felicia Dam,CA,Ventura,CISO,IPP Non-CHP,UNT2,1.1,1.1,1.0,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1987.0, , ,(OP) Operating,,34.461667,-118.7511
63985,Hydroland Omega LLC,50079.0,Goodyear Lake Plant,NY,Otsego,NYIS,IPP Non-CHP,GEN1,0.8,0.8,0.7,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1980.0, , ,(OP) Operating,,42.502473,-74.98356
63985,Hydroland Omega LLC,50079.0,Goodyear Lake Plant,NY,Otsego,NYIS,IPP Non-CHP,GEN2,0.6,0.6,0.6,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1980.0, , ,(OP) Operating,,42.502473,-74.98356
57280,"Eagle Creek Renewable Energy, LLC",50080.0,Otis Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN1,5.1,5.1,5.1,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1985.0, , ,(OP) Operating,,44.477807,-70.20076
57280,"Eagle Creek Renewable Energy, LLC",50080.0,Otis Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN2,5.1,5.1,5.1,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1985.0, , ,(OP) Operating,,44.477807,-70.20076
57280,"Eagle Creek Renewable Energy, LLC",50081.0,International Paper Riley Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN1,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1981.0, , ,(OP) Operating,,44.503431,-70.24914
57280,"Eagle Creek Renewable Energy, LLC",50081.0,International Paper Riley Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN2,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1981.0, , ,(OP) Operating,,44.503431,-70.24914
57280,"Eagle Creek Renewable Energy, LLC",50081.0,International Paper Riley Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN3,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1981.0, , ,(OP) Operating,,44.503431,-70.24914
57280,"Eagle Creek Renewable Energy, LLC",50081.0,International Paper Riley Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN4,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1981.0, , ,(OP) Operating,,44.503431,-70.24914
57280,"Eagle Creek Renewable Energy, LLC",50081.0,International Paper Riley Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN5,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1981.0, , ,(OP) Operating,,44.503431,-70.24914
57280,"Eagle Creek Renewable Energy, LLC",50081.0,International Paper Riley Hydro,ME,Franklin,ISNE,IPP Non-CHP,GEN6,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1981.0, , ,(OP) Operating,,44.503431,-70.24914
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN1,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN2,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN3,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN4,1.2,1.2,1.2,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN5,1.1,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN6,0.7,0.7,0.7,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN7,0.9,0.9,0.9,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN8,1.0,1.0,1.0,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1910.0, , ,(OP) Operating,,44.470511,-70.18733
57280,"Eagle Creek Renewable Energy, LLC",50082.0,International Paper Livermore Hydro,ME,Androscoggin,ISNE,IPP Non-CHP,GEN9,1.0,1.0,0.9,Conventional Hydroelectric,Hydro,WAT,HY,9.0,2004.0, , ,(OP) Operating,,44.470511,-70.18733
23955,University of Massachusetts Medical,50087.0,Univ of Massachusetts Medical Center,MA,Worcester,ISNE,Commercial CHP,GEN1,2.5,1.5,1.5,Natural Gas Steam Turbine,Natural gas,NG,ST,4.0,1974.0, , ,(OP) Operating,,42.279015,-71.75977
23955,University of Massachusetts Medical,50087.0,Univ of Massachusetts Medical Center,MA,Worcester,ISNE,Commercial CHP,GEN2,2.5,1.5,1.5,Natural Gas Steam Turbine,Natural gas,NG,ST,4.0,1974.0, , ,(OP) Operating,,42.279015,-71.75977
23955,University of Massachusetts Medical,50087.0,Univ of Massachusetts Medical Center,MA,Worcester,ISNE,Commercial CHP,GEN3,5.0,3.0,3.0,Natural Gas Steam Turbine,Natural gas,NG,ST,6.0,2002.0, , ,(OP) Operating,,42.279015,-71.75977
23955,University of Massachusetts Medical,50087.0,Univ of Massachusetts Medical Center,MA,Worcester,ISNE,Commercial CHP,GEN4,7.5,6.0,8.5,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,2.0,2013.0, , ,(OP) Operating,,42.279015,-71.75977
21223,University of Northern Iowa,50088.0,University of Northern Iowa,IA,Black Hawk,MISO,Commercial CHP,GEN1,7.5,7.5,7.5,Natural Gas Steam Turbine,Natural gas,NG,ST,11.0,1982.0, , ,(OP) Operating,,42.513608,-92.45912
24010,University of San Francisco,50089.0,Univ of San Francisco Cogen,CA,San Francisco,CISO,Commercial CHP,S-17,1.5,1.4,1.4,Natural Gas Internal Combustion Engine,Natural gas,NG,IC,9.0,1987.0, , ,(OA) Out of service but expected to return to service in next calendar year,,37.77656,-122.4519
16990,Sheep Creek Hydro Inc,50091.0,Sheep Creek Hydro,WA,Stevens,AVA,IPP Non-CHP,TB1,1.3,1.3,0.8,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1986.0, , ,(OP) Operating,,48.947741,-117.7954
16990,Sheep Creek Hydro Inc,50091.0,Sheep Creek Hydro,WA,Stevens,AVA,IPP Non-CHP,TB2,0.3,0.3,0.2,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1986.0, , ,(OP) Operating,,48.947741,-117.7954
63985,Hydroland Omega LLC,50093.0,Chateaugay High Falls Hydro,NY,Franklin,NYIS,IPP Non-CHP,WT,1.7,1.6,1.6,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1988.0, , ,(OP) Operating,,44.909915,-74.0858
19148,"Vicinity Energy Trenton, L.P.",50094.0,"Vicinity Energy Trenton, L.P.",NJ,Mercer,PJM,Commercial CHP,7214,6.0,2.0,5.0,Natural Gas Internal Combustion Engine,Natural gas,NG,IC,12.0,1983.0, , ,(OP) Operating,,40.2167,-74.7667
18461,Tamarack Energy,50099.0,Tamarack Energy,ID,Adams,IPCO,IPP CHP,GEN1,6.2,5.8,6.2,Wood/Wood Waste Biomass,Other renewables,WDS,ST,6.0,1983.0, , ,(OP) Operating,,44.954853,-116.3871
12307,WestRock (TX),50101.0,WestRock (TX),TX,Jasper,MISO,Industrial CHP,GEN1,7.5,9.5,9.5,Wood/Wood Waste Biomass,Other renewables,BLQ,ST,6.0,1954.0, , ,(OP) Operating,,30.3419,-94.0656
12307,WestRock (TX),50101.0,WestRock (TX),TX,Jasper,MISO,Industrial CHP,GEN2,32.6,32.0,33.0,Wood/Wood Waste Biomass,Other renewables,BLQ,ST,5.0,1965.0, , ,(OP) Operating,,30.3419,-94.0656
12307,WestRock (TX),50101.0,WestRock (TX),TX,Jasper,MISO,Industrial CHP,GEN3,17.6,18.0,18.0,Wood/Wood Waste Biomass,Other renewables,BLQ,ST,1.0,1986.0, , ,(OP) Operating,,30.3419,-94.0656
13442,New Hampshire Hydro Associates,50103.0,China Mill Hydro,NH,Merrimack,ISNE,IPP Non-CHP,GEN 1,1.7,1.0,1.0,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1981.0, , ,(OP) Operating,,43.128712,-71.45987
54700,Paris Generation LP,50109.0,Paris Energy Center,TX,Lamar,ERCO,IPP Non-CHP,GEN1,87.8,76.0,87.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,7.0,1989.0, , ,(OP) Operating,,33.6968,-95.5577
54700,Paris Generation LP,50109.0,Paris Energy Center,TX,Lamar,ERCO,IPP Non-CHP,GEN2,87.8,76.0,87.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,7.0,1989.0, , ,(OP) Operating,,33.6968,-95.5577
54700,Paris Generation LP,50109.0,Paris Energy Center,TX,Lamar,ERCO,IPP Non-CHP,GEN3,90.0,87.0,89.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,12.0,1989.0, , ,(OP) Operating,,33.6968,-95.5577
17164,Sierra Pacific Industries,50110.0,Sierra Pacific Burney Facility,CA,Shasta,CISO,Industrial CHP,GEN1,20.0,18.9,17.9,Wood/Wood Waste Biomass,Other renewables,WDS,ST,10.0,1986.0, , ,(OP) Operating,,40.8767,-121.7016
17164,Sierra Pacific Industries,50112.0,Sierra Pacific Quincy Facility,CA,Plumas,CISO,Industrial Non-CHP,GEN3,35.2,24.0,24.0,Wood/Wood Waste Biomass,Other renewables,WDS,ST,5.0,2018.0, , ,(OP) Operating,,39.941165,-120.9092
22669,U S Borax Inc,50115.0,US Borax,CA,Kern,CISO,Industrial CHP,GEN1,48.2,39.0,42.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,1984.0, , ,(OP) Operating,,35.0329,-117.701
19537,University of Texas at Austin,50118.0,Hal C Weaver Power Plant,TX,Travis,ERCO,Commercial CHP,GEN10,34.4,33.0,32.5,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,3.0,2010.0, , ,(OA) Out of service but expected to return to service in next calendar year,,30.2867,-97.7356
19537,University of Texas at Austin,50118.0,Hal C Weaver Power Plant,TX,Travis,ERCO,Commercial CHP,GEN4,7.6,7.6,7.6,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,10.0,1951.0,1,2028,(OS) Out of service and NOT expected to return to service in next calendar year,,30.2867,-97.7356
19537,University of Texas at Austin,50118.0,Hal C Weaver Power Plant,TX,Travis,ERCO,Commercial CHP,GEN5,6.0,6.0,6.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,9.0,1959.0,1,2028,(SB) Standby/Backup: available for service but not normally used,,30.2867,-97.7356
19537,University of Texas at Austin,50118.0,Hal C Weaver Power Plant,TX,Travis,ERCO,Commercial CHP,GEN7,28.8,27.6,27.2,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,1.0,1979.0, , ,(OP) Operating,,30.2867,-97.7356
19537,University of Texas at Austin,50118.0,Hal C Weaver Power Plant,TX,Travis,ERCO,Commercial CHP,GEN8,48.5,46.5,45.8,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,11.0,1987.0, , ,(OP) Operating,,30.2867,-97.7356
19537,University of Texas at Austin,50118.0,Hal C Weaver Power Plant,TX,Travis,ERCO,Commercial CHP,GEN9,27.2,26.1,25.7,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,11.0,2004.0, , ,(OP) Operating,,30.2867,-97.7356
4208,Phillips 66 Company,50119.0,Phillips 66 Rodeo Refinery,CA,Contra Costa,CISO,Industrial CHP,GENA,18.3,15.3,16.5,Other Gases,Other thermal,OG,GT,5.0,1987.0, , ,(OP) Operating,,38.0417,-122.2583
4208,Phillips 66 Company,50119.0,Phillips 66 Rodeo Refinery,CA,Contra Costa,CISO,Industrial CHP,GENB,18.3,15.4,16.6,Other Gases,Other thermal,OG,GT,5.0,1987.0, , ,(OP) Operating,,38.0417,-122.2583
4208,Phillips 66 Company,50119.0,Phillips 66 Rodeo Refinery,CA,Contra Costa,CISO,Industrial CHP,GENC,18.3,14.9,16.4,Other Gases,Other thermal,OG,GT,5.0,1987.0, , ,(OP) Operating,,38.0417,-122.2583
19685,Valero Refining Co,50121.0,Valero Refinery Corpus Christi West,TX,Nueces,ERCO,Industrial Non-CHP,PRU,12.0,12.0,12.0,All Other,Other,WH,ST,9.0,1983.0, , ,(OP) Operating,,27.8175,-97.4814
19685,Valero Refining Co,50121.0,Valero Refinery Corpus Christi West,TX,Nueces,ERCO,Industrial Non-CHP,TG1,28.6,26.6,26.9,Petroleum Coke,Other thermal,PC,ST,11.0,1983.0, , ,(OP) Operating,,27.8175,-97.4814
19685,Valero Refining Co,50121.0,Valero Refinery Corpus Christi West,TX,Nueces,ERCO,Industrial Non-CHP,TG2,28.6,26.6,26.9,Petroleum Coke,Other thermal,PC,ST,11.0,1983.0, , ,(OP) Operating,,27.8175,-97.4814
20148,"Watervliet, City of - (NY)",50123.0,Normanskill Hydro Project,NY,Albany,NYIS,IPP Non-CHP,GEN1,1.2,1.2,1.2,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1983.0, , ,(OP) Operating,,42.712356,-73.95732
7601,Green Mountain Power Corp,50126.0,Ottauquechee Hydro,VT,Windsor,ISNE,Electric Utility,1,1.2,1.1,1.1,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1987.0, , ,(OP) Operating,,43.5933,-72.3506
7601,Green Mountain Power Corp,50126.0,Ottauquechee Hydro,VT,Windsor,ISNE,Electric Utility,2,0.6,0.6,0.6,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1983.0, , ,(OP) Operating,,43.5933,-72.3506
54777,Signal Hill Generating LLC,50127.0,Signal Hill Generating LLC,TX,Wichita,ERCO,IPP Non-CHP,GTA,20.0,19.7,19.7,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,6.0,1987.0, , ,(OP) Operating,,33.8625,-98.5894
54777,Signal Hill Generating LLC,50127.0,Signal Hill Generating LLC,TX,Wichita,ERCO,IPP Non-CHP,GTB,20.0,19.7,19.7,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,6.0,1987.0, , ,(OP) Operating,,33.8625,-98.5894
54777,Signal Hill Generating LLC,50127.0,Signal Hill Generating LLC,TX,Wichita,ERCO,IPP Non-CHP,GTC,20.0,19.7,19.7,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,6.0,1987.0, , ,(OP) Operating,,33.8625,-98.5894
54777,Signal Hill Generating LLC,50127.0,Signal Hill Generating LLC,TX,Wichita,ERCO,IPP Non-CHP,STD,20.0,17.0,16.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,6.0,1987.0, , ,(OP) Operating,,33.8625,-98.5894
22079,Yolo County Flood Control WCD,50128.0,Clear Lake Hydro Project,CA,Lake,CISO,Commercial Non-CHP,3381,2.5,2.4,2.3,Conventional Hydroelectric,Hydro,WAT,HY,9.0,1985.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year,,38.923556,-122.5667
22079,Yolo County Flood Control WCD,50129.0,Indian Valley Dam Hydro Project,CA,Lake,CISO,Commercial Non-CHP,1641,1.4,1.3,1.3,Conventional Hydroelectric,Hydro,WAT,HY,10.0,1983.0, , ,(OA) Out of service but expected to return to service in next calendar year,,39.0788,-122.5356
22079,Yolo County Flood Control WCD,50129.0,Indian Valley Dam Hydro Project,CA,Lake,CISO,Commercial Non-CHP,1642,1.4,1.3,1.3,Conventional Hydroelectric,Hydro,WAT,HY,10.0,1983.0, , ,(OA) Out of service but expected to return to service in next calendar year,,39.0788,-122.5356
22079,Yolo County Flood Control WCD,50129.0,Indian Valley Dam Hydro Project,CA,Lake,CISO,Commercial Non-CHP,8332,0.1,0.1,0.1,Conventional Hydroelectric,Hydro,WAT,HY,10.0,1983.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year,,39.0788,-122.5356
3852,Coalinga Cogeneration Co,50131.0,Coalinga Cogeneration,CA,Fresno,CISO,IPP CHP,K100,38.4,36.0,38.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,10.0,1991.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year,,36.1807,-120.3885
18390,Sycamore Cogeneration Co,50134.0,Sycamore Cogeneration,CA,Kern,CISO,IPP CHP,GTAG,75.0,75.0,78.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,12.0,1987.0, , ,(OP) Operating,,35.452577,-118.9853
18390,Sycamore Cogeneration Co,50134.0,Sycamore Cogeneration,CA,Kern,CISO,IPP CHP,GTBG,75.0,75.0,78.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,12.0,1987.0, , ,(OP) Operating,,35.452577,-118.9853
18390,Sycamore Cogeneration Co,50134.0,Sycamore Cogeneration,CA,Kern,CISO,IPP CHP,GTCG,75.0,75.0,78.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,12.0,1987.0, , ,(OP) Operating,,35.452577,-118.9853
18390,Sycamore Cogeneration Co,50134.0,Sycamore Cogeneration,CA,Kern,CISO,IPP CHP,GTDG,75.0,75.0,78.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,12.0,1987.0, , ,(OP) Operating,,35.452577,-118.9853
17460,South Oak Hospital,50136.0,South Oaks Hospital,NY,Suffolk,NYIS,Commercial CHP,CG1,0.2,0.1,0.1,Natural Gas Internal Combustion Engine,Natural gas,NG,IC,4.0,2008.0, , ,(OP) Operating,,40.6853,-73.4258
17460,South Oak Hospital,50136.0,South Oaks Hospital,NY,Suffolk,NYIS,Commercial CHP,CG2,0.2,0.1,0.1,Natural Gas Internal Combustion Engine,Natural gas,NG,IC,4.0,2008.0, , ,(OP) Operating,,40.6853,-73.4258
17460,South Oak Hospital,50136.0,South Oaks Hospital,NY,Suffolk,NYIS,Commercial CHP,CG3,0.2,0.1,0.1,Natural Gas Internal Combustion Engine,Natural gas,NG,IC,4.0,2008.0, , ,(OP) Operating,,40.6853,-73.4258
17460,South Oak Hospital,50136.0,South Oaks Hospital,NY,Suffolk,NYIS,Commercial CHP,CG4,0.2,0.1,0.1,Natural Gas Internal Combustion Engine,Natural gas,NG,IC,4.0,2008.0, , ,(OP) Operating,,40.6853,-73.4258
17460,South Oak Hospital,50136.0,South Oaks Hospital,NY,Suffolk,NYIS,Commercial CHP,CG5,0.2,0.1,0.1,Natural Gas Internal Combustion Engine,Natural gas,NG,IC,4.0,2008.0, , ,(OP) Operating,,40.6853,-73.4258
65401,Wharton County Generation LLC,50137.0,Texas Gulf Sulphur,TX,Wharton,ERCO,IPP Non-CHP,GEN1,101.9,75.0,80.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,4.0,1984.0, , ,(OP) Operating,,29.2639,-95.8997
27211,Snider Industries Inc,50141.0,Snider Industries,TX,Harrison,SWPP,Industrial CHP,WGN1,5.0,5.0,5.0,Wood/Wood Waste Biomass,Other renewables,WDS,ST,8.0,1983.0, , ,(OP) Operating,,32.574722,-94.37389
27131,"US Sugar Savannah Refinery, LLC",50146.0,Imperial Savannah LP,GA,Chatham,SOCO,Industrial CHP,GENA,2.7,2.7,2.7,Natural Gas Steam Turbine,Natural gas,NG,ST,3.0,1948.0, , ,(OP) Operating,,32.143989,-81.14655
27131,"US Sugar Savannah Refinery, LLC",50146.0,Imperial Savannah LP,GA,Chatham,SOCO,Industrial CHP,GENB,3.0,3.0,3.0,Natural Gas Steam Turbine,Natural gas,NG,ST,2.0,1959.0, , ,(OP) Operating,,32.143989,-81.14655
27131,"US Sugar Savannah Refinery, LLC",50146.0,Imperial Savannah LP,GA,Chatham,SOCO,Industrial CHP,GENC,1.0,1.0,1.0,Natural Gas Steam Turbine,Natural gas,NG,ST,8.0,1946.0, , ,(OP) Operating,,32.143989,-81.14655
27131,"US Sugar Savannah Refinery, LLC",50146.0,Imperial Savannah LP,GA,Chatham,SOCO,Industrial CHP,GEND,5.0,4.5,4.5,Natural Gas Steam Turbine,Natural gas,NG,ST,3.0,1985.0, , ,(OP) Operating,,32.143989,-81.14655
16713,Santa Fe Irrigation District,50147.0,R E Badger Filtration Plant,CA,San Diego,CISO,IPP Non-CHP,1,1.4,1.0,0.5,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1987.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year,,33.051,-117.175
15320,Linde Inc,50148.0,Linde Wilmington,CA,Los Angeles,LDWP,Industrial CHP,GEN1,25.0,21.0,21.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,12.0,1988.0, , ,(SB) Standby/Backup: available for service but not normally used,,33.78856,-118.2294
15320,Linde Inc,50148.0,Linde Wilmington,CA,Los Angeles,LDWP,Industrial CHP,GEN2,6.0,6.0,6.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,12.0,1988.0, , ,(SB) Standby/Backup: available for service but not normally used,,33.78856,-118.2294
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,GE10,15.0,15.0,15.0,Natural Gas Steam Turbine,Natural gas,NG,ST,1.0,1964.0, , ,(OP) Operating,,28.5105,-96.7706
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,GE11,35.0,30.0,38.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,11.0,2000.0, , ,(OP) Operating,,28.5105,-96.7706
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,GEN5,15.0,15.0,15.0,Natural Gas Steam Turbine,Natural gas,NG,ST,11.0,1987.0, , ,(OP) Operating,,28.5105,-96.7706
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,GEN6,35.0,30.0,38.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,11.0,1987.0, , ,(OP) Operating,,28.5105,-96.7706
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,GEN7,6.0,6.0,6.0,Natural Gas Steam Turbine,Natural gas,NG,ST,11.0,1987.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year,,28.5105,-96.7706
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,GEN8,35.0,30.0,38.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,11.0,1987.0, , ,(OP) Operating,,28.5105,-96.7706
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,GEN9,15.0,15.0,15.0,Natural Gas Steam Turbine,Natural gas,NG,ST,11.0,1987.0, , ,(OP) Operating,,28.5105,-96.7706
19450,Union Carbide Corp-Seadrift,50150.0,Union Carbide Seadrift Cogen,TX,Calhoun,ERCO,Industrial CHP,IGT,12.0,12.0,12.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,1.0,1969.0, , ,(OP) Operating,,28.5105,-96.7706
5352,Dow Chemical Co - St Charles,50152.0,Dow St Charles Operations,LA,St Charles,MISO,Industrial CHP,CGN1,125.8,100.0,116.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,12.0,1996.0, , ,(OP) Operating,,29.9861,-90.4414
5352,Dow Chemical Co - St Charles,50152.0,Dow St Charles Operations,LA,St Charles,MISO,Industrial CHP,CGN2,125.8,100.0,116.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,1.0,1997.0, , ,(OP) Operating,,29.9861,-90.4414
5352,Dow Chemical Co - St Charles,50152.0,Dow St Charles Operations,LA,St Charles,MISO,Industrial CHP,CSTG,50.0,50.0,50.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,12.0,2002.0, , ,(OP) Operating,,29.9861,-90.4414
5352,Dow Chemical Co - St Charles,50152.0,Dow St Charles Operations,LA,St Charles,MISO,Industrial CHP,STG,22.0,20.0,20.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,2.0,1997.0, , ,(OP) Operating,,29.9861,-90.4414
39066,Union Carbide Corp-Texas City,50153.0,Texas City Plant Union Carbide,TX,Galveston,ERCO,Industrial CHP,STG,25.8,25.8,25.8,All Other,Other,PUR,ST,3.0,1996.0, , ,(OP) Operating,,29.37612,-94.94648
