State,County,Operator,Facility,Square Feet,Latitude,Longitude,Type
MO,Platte County,,,30923.0,39.29012105094933,-94.68505095087966,building
CA,San Francisco County,Digital Realty,Digital Realty San Francisco SFO10,104867.0,37.72360169588461,-122.39793596942161,building
NY,New York County,,33 Thomas Street,30791.0,40.71652498175609,-74.00591306134635,building
ID,Madison County,,VentureData,18269.0,43.82524323230586,-111.78209278685736,building
AZ,Maricopa County,"Cogent Communications, Inc.",Cogent Data Center,51675.0,33.40025523486363,-112.04789988114665,building
TX,Dallas County,CoreSpace,CoreSpace Dallas,31626.0,32.81755909168842,-96.87306493017611,building
CO,Arapahoe County,,,108473.0,39.59013144201256,-104.84696328233017,building
CO,Arapahoe County,,zColo by Zayo,62177.0,39.59135174760451,-104.8470386406715,building
WA,King County,Sabey,Intergate Seattle East Building 5,200124.0,47.491919770323186,-122.28973615327563,building
WA,King County,Sabey,Intergate Seattle East Building 3,203387.0,47.49355624169768,-122.29030164726824,building
WA,King County,Digital Realty,Intergate Seattle East Building 4,116828.0,47.49341087854016,-122.28885825712356,building
PA,Lehigh County,Flexential,Flexential Allentown data center,48995.0,40.63569531641983,-75.45757328559777,building
VA,Loudoun County,Digital Realty,Digital Realty ACC4,294156.0,39.01790179545806,-77.46254911136609,building
VA,Loudoun County,Equinix,Equinix Ashburn DC1,59757.0,39.01556033330062,-77.46032653689856,building
VA,Loudoun County,Equinix,Equinix Ashburn DC5,94665.0,39.01598729763398,-77.46124797779898,building
VA,Loudoun County,Equinix,Equinix Ashburn DC11,132897.0,39.01493075094732,-77.45880365025579,building
VA,Loudoun County,Equinix,Equinix Ashburn DC3,186227.0,39.021947985098286,-77.46028711676801,building
VA,Loudoun County,Digital Realty,Digital Realty ACC3,151562.0,39.019935905457515,-77.45984179692825,building
CA,Santa Clara County,"CoreSite Real Estate 1656 McCarthy, L.P.",CoreSite SV2,89939.0,37.4056831054311,-121.91624119411624,building
VA,Loudoun County,Amazon Web Services,Amazon IAD76,138071.0,38.993785282004964,-77.45050945743458,building
VA,Loudoun County,Amazon Web Services,Amazon IAD12,149598.0,38.98872331237526,-77.4476714030381,building
VA,Loudoun County,QTS Data Centers,,10175.0,38.994637323424506,-77.44790209132287,building
VA,Loudoun County,Digital Realty,Digital Realty ACC5,298859.0,39.02011263302419,-77.46307100299546,building
VA,Loudoun County,Digital Realty,Digital Realty ACC6,226152.0,39.02106804151651,-77.46358952736759,building
VA,Loudoun County,Lumen Technologies,Level 3 Ashburn,49022.0,39.022172555750075,-77.45759526225972,building
VA,Loudoun County,Centersquare,Centersquare IAD4-B,90029.0,39.02214033824212,-77.45360971695399,building
VA,Loudoun County,NTT,NTT Ashburn VA1 Data Center,138507.0,39.02276446224665,-77.45486922912973,building
AZ,Maricopa County,Digital Realty,Digital Realty Phoenix PHX15,294678.0,33.274973785131195,-111.88662619658766,building
AZ,Maricopa County,H5,H5 Phoenix,50925.0,33.276910838566906,-111.88590913169335,building
AZ,Maricopa County,CyrusOne,CyrusOne PHX1,137355.0,33.27085532661199,-111.881911529632,building
VA,Loudoun County,Equinix,Equinix DC13,125613.0,39.01253745858602,-77.47539286582834,building
VA,Loudoun County,Digital Realty,Digital Realty Northern Virginia IAD14,134503.0,39.003336381739054,-77.4870934621178,building
VA,Loudoun County,Amazon Web Services,Amazon Web Services Building C,116698.0,39.002751652712455,-77.4854486685297,building
VA,Loudoun County,Digital Realty,Digital Realty Northern Virginia IAD12,180269.0,39.002021510234464,-77.48334544235749,building
VA,Loudoun County,Digital Realty,Digital Realty Building A,133113.0,39.00275464875434,-77.48195443063261,building
VA,Loudoun County,Digital Realty,Digital Realty Northern Virginia IAD24,114428.0,39.00429228066811,-77.4843547348802,building
VA,Loudoun County,Databank,Databank Ashburn IAD1,144740.0,39.0155488004111,-77.48213787379008,building
VA,Loudoun County,,Golds Gym Ashburn,54700.0,39.0156014811311,-77.48327064033296,building
AZ,Maricopa County,Apple Inc.,Apple Data Center,1338261.0,33.34701916598116,-111.6040562341984,building
IL,Lake County,VISA,VISA,55001.0,42.21675653596632,-87.95284650850377,building
NM,Santa Fe County,SONM,John F. Simms Building,31727.0,35.67244389710846,-105.9565751574251,building
TX,Bexar County,Lumen Technologies,Lumen San Antonio 2,12722.0,29.438279094309383,-98.50652172673267,building
OR,Crook County,,,269642.0,44.29588335462519,-120.88726146164437,building
OR,Washington County,,Adobe Data Center,89232.0,45.55018168820341,-122.93181213062164,building
OR,Washington County,,Stack Infrastructure Portland 2 Data Center,215217.0,45.547311789962066,-122.89744896308719,building
OR,Washington County,Digital Realty,Digital Realty PDX10 Data Center,68807.0,45.54761722374101,-122.89195798184353,building
OR,Washington County,Flexential,Flexential,41245.0,45.54982090034523,-122.89085140312044,building
OR,Washington County,Flexential,Flexential Portland - Hillsboro 1,44088.0,45.550333986351184,-122.8922017210547,building
KY,Jefferson County,Flexential,Flexential Louisville - East,34794.0,38.277197827455346,-85.50724111621325,building
KY,Jefferson County,Flexential,Flexential Louisville - Downtown,36525.0,38.24249601376218,-85.7333510411046,building
PA,Philadelphia County,,Terminal Commerce Building,119659.0,39.95980952381243,-75.1608324925366,building
WA,Spokane County,,TierPoint,14435.0,47.671916867154664,-117.09593477622319,building
MD,Baltimore city,,Baltimore Technology Park,30131.0,39.275383911807424,-76.625526633647,building
WA,King County,Sabey,Intergate Seattle West Building C,19791.0,47.49413118805862,-122.29440690622029,building
WA,King County,Sabey,Intergate Seattle West Building B,19140.0,47.49307629066393,-122.29368392415317,building
WA,King County,Sabey,Intergate Seattle West Building A,38547.0,47.492147829820276,-122.29331980893711,building
WA,Grant County,,Vantage WA11,147430.0,47.25016455000004,-119.8144903,building
WA,Grant County,NTT,NTT Data Quincy,99760.0,47.243587513950175,-119.86571157217126,building
WA,Grant County,,,44365.0,47.23881859583006,-119.85935927491118,building
WA,Grant County,,,32106.0,47.23826232497742,-119.85936632665545,building
IA,Scott County,,Geneseo Communications Inc,53983.0,41.55026944529302,-90.4824092252339,building
IL,DuPage County,,,14550.0,41.90535458906075,-88.21951394137749,building
NJ,Middlesex County,,,61263.0,40.55281872712525,-74.45667583712334,building
IN,Hancock County,Verizon Wireless,,21005.0,39.71718414807537,-85.94132960158458,building
NJ,Hudson County,,,34462.0,40.784738869138266,-74.06435818179101,building
UT,Salt Lake County,Flexential,Flexential Salt Lake City - South Valley,30547.0,40.620351883599334,-111.98604691692904,building
CA,Santa Clara County,Digital Realty,Digital Realty Silicon Valley SC1,297948.0,37.361686592959124,-121.94391135081648,building
CA,Alameda County,,QES Computers,941.0,37.699475299999975,-121.90379949999996,building
WA,King County,Equinix,Equinix SE3 Data Center,12575.0,47.61442272962746,-122.33974344585695,building
NJ,Middlesex County,Quality Technology Services,QTS Piscataway Data Center,343444.0,40.5569648716095,-74.48400694494444,building
MD,Prince George's County,,AiNET,43057.0,39.05282250798605,-76.92590821675974,building
TX,Bexar County,Microsoft,Microsoft,258191.0,29.47821637550774,-98.69072125186591,building
TX,Bexar County,Microsoft,Microsoft San Antonio,478642.0,29.47992599626062,-98.69260808411727,building
TX,Bexar County,Microsoft,Microsoft,194916.0,29.481066340738074,-98.69655923465555,building
PR,San Juan Municipio,Claro,,23137.0,18.4468269680502,-66.0516872147716,building
PA,Montgomery County,Lumen Technologies,Lumen Norristown,34224.0,40.12705826670639,-75.4086378139581,building
VA,Fairfax County,Equinix,Equinix DC7,79709.0,38.90913922227276,-77.22055679456352,building
VA,Fairfax County,,Element Critical VA1,20483.0,38.908367499999976,-77.21974419999998,building
OR,Multnomah County,,Pittock Block,41556.0,45.521543581993306,-122.68070403592417,building
OR,Washington County,Oregon Health & Science University,Data Center,25297.0,45.526683793584326,-122.87550380152314,building
TX,Collin County,,Cisco Allen,162023.0,33.13598019433587,-96.66095239334277,building
OR,Crook County,,,231830.0,44.29489362877262,-120.88399839681189,building
WA,Whatcom County,CSS Communications,CSSNW Bellingham,4312.0,48.75726819330172,-122.48054752807845,building
IL,Cook County,EdgeConneX,EdgeConneX CHI02,64358.0,42.00149437449882,-87.95256335827521,building
IL,Cook County,Equinix,Equinix Chicago CH3,135800.0,42.00115870901002,-87.95521312296425,building
IL,DuPage County,Element Critical,Element Critical CH2,44358.0,41.9742273121056,-87.96717576234276,building
IL,DuPage County,Centersquare,Centersquare Elk Grove Village Data Center Campus ORD2,198323.0,41.99204041721668,-87.95817201044825,building
CO,Douglas County,Flexential,Flexential Denver - Englewood,198772.0,39.558970872617735,-104.8375534364229,building
MI,Oakland County,EdgeConneX,EdgeConneX Detroit DET01,40574.0,42.44769691428137,-83.26266713526364,building
TX,Travis County,Lumen Technologies,Lumen Austin 3,5068.0,30.261396172056777,-97.72359737403008,building
TX,Travis County,Alpheus,Alpheus DataCenter,36089.0,30.261043226684553,-97.7221023097269,building
TX,Travis County,,Digital Realty Austin AUS11,79985.0,30.21217551081001,-97.69578063775411,building
TX,Travis County,,LightEdge Austin II,86445.0,30.20067631984673,-97.70704415142151,building
TX,Travis County,,CyrusOne Austin Data Center II,77356.0,30.205929677355712,-97.6979649449336,building
TX,Travis County,,Data Foundry Austin 1 Data Center,50461.0,30.215503974671623,-97.69607393336435,building
VA,Loudoun County,,VISA Data Center,349987.0,39.04872821848494,-77.44541550465279,building
TX,Travis County,,LightEdge Austin I,30876.0,30.214297150437137,-97.71266756627207,building
IL,Cook County,Skybox,Skybox Chicago I,174575.0,41.99366849037391,-87.97351851740306,building
CA,Alameda County,Hurricane Electric,Hurricane Electric Fremont 1,33640.0,37.48986462006342,-121.93101655267863,building
OH,Erie County,Aligned Data Centers,,633484.0,41.43243048800584,-82.7190275152503,building
TX,Travis County,,Lumen Austin 1,74722.0,30.196499003205144,-97.71239984305177,building
TX,Travis County,,Data Foundry - Texas 1,137095.0,30.198926081241627,-97.71378844188584,building
CA,Alameda County,XO,XO Fremont,65815.0,37.475337207615745,-121.92211346344415,building
CA,Alameda County,Hurricane Electric,Hurricane Electric Fremont 2,181268.0,37.47182723936144,-121.92031059840467,building
TX,Travis County,,Element Critical,61978.0,30.342800019940558,-97.69617577087595,building
IL,DuPage County,Element Critical,Element Critical CH1,92076.0,41.97576175114262,-87.96468543804531,building
NJ,Essex County,Tishman,165 Halsey / Equinix NY1 / Databank EWR1,89363.0,40.736725747327384,-74.17392520713099,building
GA,Gwinnett County,Quality Technology Services,QTS Suwanee Data Center 1,310488.0,34.03538969247421,-84.06107487553516,building
GA,Gwinnett County,Quality Technology Services,QTS Suwanee Data Center 2,360379.0,34.03709880341301,-84.05770348454423,building
AR,Pulaski County,,TierPoint Little Rock,31845.0,34.75623579829937,-92.44472351001907,building
CA,Santa Clara County,Equinix,Equinix SV6,21678.0,37.39960173954514,-122.01456250829594,building
GA,Gwinnett County,Flexential,Flexential Atlanta - Norcross,32309.0,33.95476871466438,-84.19856192072042,building
WA,Snohomish County,Centersquare,Centersquare Lynnwood SE1,104460.0,47.84181080032639,-122.30169031037296,building
OR,Crook County,Apple,,9228.0,44.289415524709156,-120.87507749014195,building
CO,El Paso County,Walmart,Walmart Colorado Data Center,219542.0,38.985746206103315,-104.78726997707007,building
NE,Douglas County,,Verizon,11836.0,41.33832138451117,-96.02777412675651,building
NE,Douglas County,,Verizon,87375.0,41.33843614900818,-96.02861432459957,building
AL,Madison County,Alabama Supercomputer Authority,George C. Wallace Alabama Supercomputer Center,14919.0,34.73654090272532,-86.67309882774701,building
IL,Cook County,Digital Realty,Digital Realty Chicago ORD12,90165.0,41.92837828568156,-87.85923594356912,building
WA,Grant County,,,36918.0,47.23763279566155,-119.86448737531425,building
WA,Grant County,Microsoft,Microsoft,151246.0,47.239478544040054,-119.88299787006412,building
WA,Grant County,Microsoft,Microsoft,147922.0,47.23857484110567,-119.88308360910015,building
WA,Grant County,,,46835.0,47.23948769580904,-119.85940592515928,building
WY,Laramie County,,,140780.0,41.12623098667355,-104.90187602265453,building
WA,King County,,KOMO Plaza East,45743.0,47.61932493293369,-122.34815288155677,building
WA,King County,,KOMO Plaza West,20239.0,47.61891976010872,-122.34859631802406,building
NE,Sarpy County,Fidelity,Fidelity,40714.0,41.1654690540682,-96.08338762366756,building
CA,Los Angeles County,Centurylink,,71500.0,33.91772905025637,-118.38631267018422,building
CA,Los Angeles County,Serverfarm LLC.,Serverfarm - LAX1,119102.0,33.92174167489914,-118.38643608713511,building
CA,Los Angeles County,Digital Realty,DRT LAX12,113310.0,33.915648897084694,-118.3846300504482,building
CO,Adams County,Google,Google - Thornton,86059.0,39.922418556240274,-104.98324467116755,building
CA,Los Angeles County,,DRT LAX10,66979.0,34.047325745573964,-118.25751427762609,building
CA,Los Angeles County,,One Wilshire,43850.0,34.04789230530142,-118.25554585101752,building
FL,Alachua County,University of Florida,UF Research Computing Center,36370.0,29.67259113314895,-82.29992999297096,building
VA,Loudoun County,CyrusOne,"CyrusOne NVA1, NVA2 & NVA3",265601.0,39.02594651417014,-77.41452291148083,building
FL,Miami-Dade County,,NAP of the Americas,122625.0,25.78237897536701,-80.19307541176168,building
FL,Miami-Dade County,,,15911.0,25.797544403681634,-80.23003372241367,building
VA,Loudoun County,CyrusOne,CyrusOne NVA5,506948.0,39.02432709832164,-77.43403366093844,building
IA,Dallas County,Microsoft,Microsoft,39146.0,41.540615954850054,-93.82494906885903,building
IA,Polk County,Meta,Facebook Altoona Data Center 1,315400.0,41.664241117437776,-93.51472776529577,building
IA,Polk County,Meta,Facebook Altoona Data Center 2,307370.0,41.66553718515441,-93.5081704306947,building
CA,Orange County,,Lumen Technologies,85658.0,33.71677790635047,-117.80580095119437,building
WA,Spokane County,Lumen Technologies,Lumen,25399.0,47.65422558471141,-117.42000258763386,building
WI,Dane County,,,9176.0,43.06728877855195,-89.43673598140118,building
CA,Santa Clara County,,,102004.0,37.333637689243375,-121.88797542332686,building
NJ,Hudson County,,,150951.0,40.78413403681625,-74.06556020038434,building
NJ,Hudson County,Evocative,Evocative Secaucus,101304.0,40.78755018629143,-74.06804834546902,building
NJ,Essex County,bt,BT Radianz: 492 River Road,107857.0,40.821453550740465,-74.13418574686597,building
CO,Arapahoe County,,Time Warner Datacenter,33804.0,39.59896008664389,-104.86037748221634,building
CO,Arapahoe County,,Time Warner Datacenter,61435.0,39.59993080120024,-104.8601823206076,building
TX,Travis County,,CyrusOne Austin Data Center III,189921.0,30.206993739472598,-97.70111427639975,building
NJ,Monmouth County,Apollo,Apollo Cable Landing Station,25904.0,40.15704355,-74.10158205,building
NY,Suffolk County,,Cable & Wireless Cable Landing Station,36746.0,40.843659924752465,-72.88334531036512,building
VA,Loudoun County,Equinix,Equinix Ashburn DC10,152397.0,39.02101419474307,-77.4515128317989,building
VA,Loudoun County,Amazon Web Services,Amazon IAD-61,152289.0,38.91580512811279,-77.49198693744177,building
VA,Loudoun County,Amazon Web Services,Amazon IAD51,64127.0,38.99141381220278,-77.43650684228413,building
VA,Loudoun County,Amazon Web Services,Amazon IAD56,78441.0,38.99056760807846,-77.43706177654529,building
VA,Loudoun County,Amazon Web Services,Amazon IAD16,75817.0,38.990698997482596,-77.44882479432353,building
VA,Loudoun County,Amazon Web Services,Amazon IAD15,103452.0,38.991692894665405,-77.44857953598967,building
VA,Prince William County,Amazon Web Services,Amazon IAD14,118192.0,38.78993177740666,-77.5482167856415,building
VA,Prince William County,Amazon Web Services,Amazon IAD59,127281.0,38.792226001554425,-77.54844963798222,building
VA,Prince William County,Amazon Web Services,Amazon IAD52,126699.0,38.79106881609314,-77.54837196293359,building
OR,Umatilla County,,,2605.0,45.9158356,-119.26632355000001,building
OR,Umatilla County,,,2608.0,45.9158356,-119.26652740000002,building
OR,Umatilla County,,,2605.0,45.91583559999998,-119.26672585,building
OR,Umatilla County,,,2605.0,45.9158356,-119.26711215000002,building
OR,Umatilla County,,,2605.0,45.91584309999999,-119.26731595000001,building
OR,Umatilla County,,,2605.0,45.915831900000015,-119.26751175000001,building
OR,Umatilla County,,,2605.0,45.9158356,-119.26771695,building
OR,Umatilla County,Amazon Web Services,Amazon PDX2,133053.0,45.91640355768747,-119.26777584780363,building
OR,Morrow County,Amazon Web Services,Amazon Web Services us-west-2,127483.0,45.841003200000024,-119.65276875,building
OR,Morrow County,Amazon Web Services,Amazon Web Services us-west-2,267452.0,45.85223532945519,-119.62988821777368,building
OR,Morrow County,Amazon Web Services,Amazon Web Services us-west-2,103260.0,45.85088075,-119.63052370000003,building
CA,Santa Clara County,Equinix,Equinix San Jose SV3,109684.0,37.38826955685698,-121.88842908874179,building
CA,San Francisco County,Digital Realty,365 Main Street Data Center,39318.0,37.788731035952544,-122.39046904931597,building
NC,Rutherford County,Meta,Meta Forest City datacenter,241126.0,35.31423125500001,-81.82213875931092,building
NC,Rutherford County,Meta,Meta Forest City datacenter,244176.0,35.3173723673483,-81.82632687954101,building
CA,Santa Clara County,NTT Limited,,75249.0,37.40390423994131,-121.8892968922125,building
CA,Santa Clara County,Csquare,Csquare SFO1,83921.0,37.37043804543354,-121.9698295471651,building
CA,Santa Clara County,Vantage,,75686.0,37.37177869878855,-121.9725052073243,building
WA,Douglas County,Sabey Data Centers,Intergate Columbia B,192887.0,47.40716362884278,-120.18749017936368,building
WA,Douglas County,Sabey Data Centers,Intergate Columbia A,262378.0,47.40871426005734,-120.18929355569696,building
VA,Loudoun County,,,35740.0,38.994227397730654,-77.44818874321433,building
VA,Loudoun County,Centersquare,Centersquare IAD4-A,77749.0,39.021733686561724,-77.45274689405193,building
VA,Loudoun County,Amazon Web Services,AWS Building E,153355.0,39.00505158419943,-77.48561242457629,building
NJ,Passaic County,Digital Realty,Digital Realty New Jersey EWR20,29614.0,40.82992945567355,-74.126749131861,building
NJ,Somerset County,CyrusOne,CyrusOne Somerset,318583.0,40.53798637982361,-74.5456586596121,building
NJ,Somerset County,,BNY Mellon Somerset,121002.0,40.536019651393616,-74.55340897124687,building
NJ,Somerset County,Digital Realty,,125668.0,40.53753835302287,-74.55554039958452,building
NJ,Passaic County,Digital Realty,Digital Realty New Jersey EWR21,71645.0,40.83058580000002,-74.12451440000001,building
CA,Los Angeles County,Centurylink,,43140.0,34.199869107817435,-118.34378887469722,building
VA,Loudoun County,Amazon Web Services,Amazon IAD78,147979.0,39.026368047566855,-77.44952022705412,building
VA,Loudoun County,Amazon Web Services,Amazon IAD79,148678.0,39.0263573753995,-77.45087034741265,building
NV,Washoe County,,,276687.0,39.56710538499111,-119.5485735312627,building
CA,Napa County,,Kaiser Data Center,162791.0,38.25408513554344,-122.27309812012737,building
TX,Dallas County,Lumen Technologies,Lumen Dallas - 3180 Irving Blvd.,80859.0,32.8069548860339,-96.86858877532195,building
TX,Dallas County,Prime,Prime DFW01-01,88881.0,32.83796688191503,-96.8783930625585,building
TX,Dallas County,Lumen Technologies,Lumen Dallas 6,12977.0,32.82799793168957,-96.88438205815837,building
TX,Dallas County,Digital Realty,Digital Realty DFW36,24499.0,32.8275498609551,-96.87374979570005,building
TX,Dallas County,DataBank,DataBank Dallas Empire Central Data Center,67717.0,32.82173820460114,-96.87359763487845,building
TX,Dallas County,TierPoint,TierPoint Dallas Data Center,71358.0,32.8079726774135,-96.8573546184448,building
VA,Loudoun County,Amazon Web Services,Amazon IAD87,147390.0,38.9918136635894,-77.44116774771685,building
VA,Loudoun County,Amazon Web Services,Amazon IAD88,147468.0,38.990964344811886,-77.44187049572359,building
CO,Arapahoe County,Verizon,Verizon,8059.0,39.58924805,-104.87793295,building
AZ,Maricopa County,,Stream Data Centers PHX-1,413250.0,33.41949067712591,-112.35998844455548,building
TX,Dallas County,,Live Oak Data Center,49853.0,32.78371232095536,-96.79457490208863,building
OR,Washington County,Flexential,Flexential Portland - Hillsboro 2,214259.0,45.558285524815446,-122.91709178443574,building
NJ,Bergen County,nyse,NYSE Data Center,200804.0,41.07830234568598,-74.15291807537795,building
CA,Los Angeles County,,AT&T,17388.0,34.57998399265728,-118.11402444850258,building
CO,El Paso County,,,42627.0,38.8026597098747,-104.52196604264472,building
OR,Clackamas County,,Juniper,24854.0,45.31873065193899,-122.76587362122432,building
TX,Collin County,,,108401.0,33.00929860770818,-96.6765444559273,building
TX,Collin County,,Tierpoint Dallas-Allen,30651.0,33.13793422327514,-96.65737558938751,building
TX,Harris County,DXC Technology,,352246.0,30.018697853746712,-95.8636762238179,building
VA,Prince William County,Amazon Web Services,Amazon IAD73,146162.0,38.77797945924004,-77.5590992088697,building
VA,Prince William County,Amazon Web Services,Amazon IAD74,147480.0,38.777436935524726,-77.55789121896034,building
OH,Cuyahoga County,,H5 Data Center,71439.0,41.506357490455684,-81.68359847306836,building
CA,Orange County,TPx Communications,TPx Colocation Datacenter,37065.0,33.70750645000001,-117.8441042,building
FL,Duval County,,Cologix Jacksonville JAX1,30201.0,30.331429817798355,-81.6624256703152,building
WA,Grant County,Microsoft,Microsoft,143439.0,47.23948680575824,-119.8874068599459,building
WA,Grant County,,,44446.0,47.23856068045516,-119.8644527571979,building
WA,Grant County,,,138534.0,47.247600770525004,-119.82542905444971,building
TX,Tarrant County,Meta,Facebook Fort Worth Datacenter,634395.0,32.98378402250322,-97.25934311893361,building
KS,Johnson County,,Data Center Lenexa,44552.0,38.925170070570076,-94.77028959111605,building
TX,Denton County,,CITIGROUP TECHNOLOGY INC,242536.0,33.00638147508573,-97.24529013455194,building
TX,Tarrant County,Quality Technology Services,QTS Data Center,277996.0,32.98885535923462,-97.25920173537897,building
TX,Bexar County,Lowe's,Lowe's Data Center,55066.0,29.472846040684956,-98.68954665096499,building
TX,Bexar County,CHRISTUS Health,,48815.0,29.47034447877109,-98.68620953144912,building
TX,Bexar County,Frost Bank,,68591.0,29.470223440589773,-98.68765019986506,building
TX,Bexar County,CyrusOne,CyrusOne San Antonio I,102327.0,29.466555014526953,-98.68811007188252,building
TX,Bexar County,Valero,Valero Wiserman,58304.0,29.474285412783512,-98.68006447623816,building
TX,Bexar County,,Stream San Antonio II,71324.0,29.472016548016605,-98.67173678093522,building
TX,Bexar County,CyrusOne,CyrusOne San Antonio II,108554.0,29.47084945016441,-98.67299896045684,building
TX,Bexar County,CyrusOne,CyrusOne San Antonio III,100537.0,29.470044266632147,-98.6721927322396,building
NC,Mecklenburg County,,Spectrum Charlotte National Data Center,93604.0,35.14278901702743,-80.91620847319896,building
OR,Crook County,,,377457.0,44.28888248420564,-120.87012500644833,building
FL,Hillsborough County,Cyxtera,Cyxtera Tampa TP1,97332.0,27.94553184405633,-82.35116156726362,building
TX,Dallas County,Quality Technology Services,QTS Irving - Dallas Data Center Campus,306213.0,32.897283203282136,-96.98278762831892,building
IL,DuPage County,Centersquare,Centersquare Lisle ORD4 Data Center,361205.0,41.802340625453176,-88.09488558900743,building
AZ,Maricopa County,,GoDaddy - Gilbert,91811.0,33.361913829033966,-111.83930897392742,building
CA,San Diego County,American Telephone & Telegraph,AT&T Center,88910.0,32.74757512703157,-117.15894804223709,building
TN,Davidson County,,,10355.0,36.14048086555338,-86.76414722155243,building
GA,Fulton County,,CenturyLink,23046.0,33.76514415946752,-84.38373631255106,building
WY,Laramie County,,,62914.0,41.12403295000005,-104.89808859999998,building
WY,Laramie County,,,67797.0,41.12403680000001,-104.89926875000002,building
WY,Laramie County,,,62555.0,41.12528359999998,-104.89927145,building
WY,Laramie County,,,63264.0,41.12528676376341,-104.8980833187815,building
PA,Allegheny County,Expedient,Expedient Pittsburgh South,27441.0,40.42737727769716,-80.04253151121435,building
AZ,Maricopa County,Centersquare,Centersquare: Phoenix - (PHX1 - Mesa),57992.0,33.421284262518114,-111.85899423010267,building
TX,Harris County,DXC Technology,,264173.0,29.995200644443358,-95.5632537894879,building
TX,Harris County,DXC Technology,,113970.0,29.997307161035963,-95.56398536522079,building
MI,Eaton County,,Liquid Web,23079.0,42.68795132484524,-84.64299464108812,building
VA,Loudoun County,Amazon Web Services,Amazon IAD63,143980.0,38.916884757871365,-77.49325147157609,building
MI,Eaton County,,"Liquid Web, Inc",72843.0,42.70539040000001,-84.6660891,building
VA,Loudoun County,Amazon Web Services,Amazon IAD62,149941.0,38.94932165,-77.5198747,building
GA,Cobb County,,,18558.0,34.07070363284901,-84.67590752730379,building
SD,Minnehaha County,,ADP South Dakota,243125.0,43.59991456380811,-96.79470699998707,building
OH,Franklin County,,TJX Corporate Techno,102681.0,40.10386011388092,-82.81062585481594,building
OH,Franklin County,,Compugen New Albany,44250.0,40.10455003849557,-82.80494540078847,building
OH,Franklin County,,Compugen New Albany,32222.0,40.103677201158575,-82.808939324382,building
TX,Collin County,Flexential,Flexential Dallas - Richardson,68520.0,32.99481331790477,-96.7525015953197,building
TX,Collin County,,Experian McKinney Data Center,76624.0,33.171795799999984,-96.725505,building
OH,Franklin County,,,56266.0,40.11571701705085,-83.00256546090333,building
CA,Santa Clara County,Stack Infrastructure,Stack Infrastructure,78105.0,37.40255873824952,-121.89338203416735,building
CA,Santa Clara County,Stack Infrastructure,Stack Infrastructure,107993.0,37.402212529921684,-121.89238428231016,building
MO,Boone County,,Carfax,39487.0,38.92351196971867,-92.28862384314512,building
IA,Polk County,Meta,Facebook Altoona Data Center 3,377755.0,41.667071409471504,-93.50646559189627,building
VA,Loudoun County,Amazon Web Services,Amazon IAD71,121176.0,39.027908069308836,-77.45750287480858,building
VA,Loudoun County,Amazon Web Services,Amazon IAD50,202194.0,39.029569750064205,-77.45968288021061,building
VA,Loudoun County,Amazon Web Services,Amazon IAD60,110965.0,39.02877369999999,-77.45824609999998,building
OH,Licking County,Amazon Web Services,Amazon Web Services  CMH50,161683.0,40.09462974852158,-82.75133937685568,building
AZ,Maricopa County,,,1263277.0,33.34702102896662,-111.60413892768399,building
TX,Travis County,,Thin-nology,9209.0,30.4211412290616,-97.59160304354671,building
CT,Western Connecticut Planning Region,CyrusOne,CyrusOne Norwalk,77778.0,41.11309235,-73.38864945000002,building
TX,Travis County,,Data Foundry - Texas 2,104857.0,30.199588136646035,-97.71307641854676,building
IL,Cook County,Microsoft,Microsoft - Azure Datacenter,306766.0,41.923005625532106,-87.91824122551012,building
KS,Ellis County,,Cloud Storage Corp,11561.0,38.8721322,-99.30018745,building
NV,Clark County,Switch,Switch Las Vegas 8,264412.0,36.05783392653412,-115.2142579573645,building
NV,Clark County,Switch,Switch Las Vegas 9,286176.0,36.05570753588306,-115.2196278704609,building
TX,Harris County,,,98195.0,29.821506114084226,-95.57078462346949,building
NH,Rockingham County,Phillips Exeter Academy,Information Technology Data Center,7733.0,42.98209108977783,-70.9505927448219,building
WA,Snohomish County,,Digital Fortress Lynnwood,24944.0,47.82242518552539,-122.28956096661089,building
TX,Collin County,,,33064.0,33.13780536933024,-96.65592593372857,building
TX,Collin County,CyrusOne,CyrusOne Allen,271378.0,33.13852055810646,-96.65995157329827,building
OR,Morrow County,Amazon Web Services,Amazon Web Services us-west-2,151857.0,45.84044352724227,-119.65497937816224,building
OR,Umatilla County,Amazon Web Services,Amazon PDX51/54,260806.0,45.91744775241215,-119.26773387508689,building
VA,Loudoun County,Amazon Web Services,Amazon IAD80,150443.0,39.02710865,-77.45282885000002,building
VA,Loudoun County,Equinix,Equinix Ashburn DC12,96380.0,39.02300663947302,-77.44975814420093,building
TX,Collin County,Stream,Stream DFW IV,19684.0,33.0001441749099,-96.66164643777869,building
TX,Dallas County,Rackspace,Rackspace Richardson DFW3,112950.0,32.96478869151845,-96.71587662120041,building
TX,Dallas County,Digital Realty,Digital Realty Dallas DFW17,83615.0,32.96628117797253,-96.71321200747768,building
TX,Dallas County,Digital Realty,Digital Realty Dallas DFW29,122436.0,32.96723267579958,-96.7105464221536,building
TX,Dallas County,,,62460.0,32.966253571482554,-96.71119611211458,building
TX,Dallas County,Digital Realty,Digital Realty Dallas DFW28,122015.0,32.96724065825004,-96.71330815888399,building
